product,author,stars,sentiment,tags,free_text,clean_text,processed_text,tokens_lemma
cushion,w*****n,5,positive,{},"coverage ❤️, matte effect, long lasting Packaging:Good packaging with bubble wrap",coverage matte effect long lasting packaging with bubble wrap,coverage matte effect long lasting bubble wrap,"['coverage', 'matte', 'effect', 'long', 'lasting', 'bubble', 'wrap']"
cushion,m*****6,5,positive,"{'Packaging': 'good', 'Usage Experience': 'full coverage.  fast ship out and delivery..good packaging'}",fast ship out and delivery..good packaging,fast ship out and delivery,fast ship,"['fast', 'ship']"
cushion,n*****h,5,positive,"{'Beauty Profile': 'good on me', 'Beauty Effect': 'sawo matang type', 'User Tips': 'good'}","Thank you seller post our brg i , love it so mcuh.. very recommended",post our brg i love it so mcuh very recommended,post brg love mcuh recommended,"['post', 'brg', 'love', 'mcuh', 'recommended']"
cushion,lennlainey,5,positive,"{'Coverage': 'full coverage', 'Texture': 'easily blend in my skin'}",Will purchase more and more,will purchase more and more,,[]
cushion,k*****k,5,positive,"{'User Tips': 'love it very much', 'Packaging': 'beautiful', 'Beauty Effect': 'full coverage'}",Very full coverage matte cushion. Love it,very full coverage matte cushion love it,full coverage matte cushion love,"['full', 'coverage', 'matte', 'cushion', 'love']"
cushion,r*****9,5,positive,"{'Packaging': 'packaging is ok', 'Beauty Effect': 'coverage is ok for me who have acne scar', 'Benefits': 'its easy to apply.'}",Already bought many times for this one.. really good product.,already bought many times for this one really good product,already many time good,"['already', 'many', 'time', 'good']"
cushion,s*****7,5,positive,"{'Beauty Profile': 'good', 'Beauty Effect': 'good', 'Packaging': '🙂👍'}",Item received in good condition Fast delivery Tq😊,in good condition tq,good condition,"['good', 'condition']"
cushion,haninasroom,5,positive,{},Product is well received in good order..with good wrapping....satisfied  👍 thank you seller for this great service,product is in good order with good wrapping satisfied for this great service,good good wrapping satisfied great service,"['good', 'good', 'wrapping', 'satisfied', 'great', 'service']"
cushion,0*****0,5,positive,"{'Benefits': 'waterproof', 'Packaging': 'good'}",Matte finish. Long lasting. My skin type is combination and it works well if I use moisturizer.,matte finish long lasting my skin type is combination and it works well if i use moisturizer,matte finish long lasting skin type combination work well moisturizer,"['matte', 'finish', 'long', 'lasting', 'skin', 'type', 'combination', 'work', 'well', 'moisturizer']"
cushion,z*****3,5,positive,{},"Bought on 10/10, received by 13/10. Fast delivery. Expiry date about 2 years duration until 2027. Good value for money.",bought on received by expiry date about years duration until good value for money,expiry date year duration good value money,"['expiry', 'date', 'year', 'duration', 'good', 'value', 'money']"
cushion,h*****9,5,positive,{},"Thank you seller , all good . Fast delivery , no problem.....",all good no problem,good problem,"['good', 'problem']"
cushion,dokioff,5,positive,"{'Beauty Profile': 'dark skin', 'Usage Experience': 'very smooth and blend the skin well', 'Benefits': 'matte finish cushion foundation plus the sponge also very soft to apply. the texture is nice and can be used light makeup for outing .'}",skin Usage Experience:very smooth and blend the skin well Benefits:matte finish cushion foundation plus the sponge also very soft to apply. the texture is nice and can be used light makeup for outing .,skin usage experience very smooth and blend the skin well benefits matte finish cushion foundation plus the sponge also very soft to apply the texture is nice and can be used light makeup for outing,skin usage experience smooth blend skin well benefit matte finish cushion foundation plus sponge soft apply texture nice light makeup outing,"['skin', 'usage', 'experience', 'smooth', 'blend', 'skin', 'well', 'benefit', 'matte', 'finish', 'cushion', 'foundation', 'plus', 'sponge', 'soft', 'apply', 'texture', 'nice', 'light', 'makeup', 'outing']"
cushion,a*****k,5,positive,{},"delivery, good service, amazing, nice product, packaging cantik.",delivery amazing nice product packaging cantik,amazing nice cantik,"['amazing', 'nice', 'cantik']"
cushion,ruby_hs_lim_1221,5,positive,"{'Beauty Profile': 'good', 'Beauty Effect': 'good', 'User Tips': 'good'}",Fast delivery and good service Very good condition and will recommend to my friends👍👍,and very good condition and will recommend to my friends,good condition recommend friend,"['good', 'condition', 'recommend', 'friend']"
cushion,h*****i,5,positive,"{'Benefits': 'good color. good coverage', 'Packaging': 'packing bagus. simple and protective'}",color. good coverage Packaging:packing bagus. simple and protective Usage Experience:Easy use. easy refill. good LIVE PRICE,color good coverage packaging packing bagus simple and protective usage experience easy use easy refill good live price,color good coverage packing bagus simple protective usage experience easy easy refill good live,"['color', 'good', 'coverage', 'packing', 'bagus', 'simple', 'protective', 'usage', 'experience', 'easy', 'easy', 'refill', 'good', 'live']"
cushion,janetan1158,5,positive,"{'Benefits': 'long lasting', 'Beauty Effect': 'cover pigmentation', 'Beauty Profile': 'all types skin'}","Received in good condition, try refill matte cushion and feel it’s fully covered my pigmentation and my skin look very natural 👍 so now repeat matte cushion with the casing😘",received in good condition try refill matte cushion and feel it s fully covered my pigmentation and my skin look very natural so now repeat matte cushion with the casing,good condition try refill matte cushion feel fully covered pigmentation skin look natural repeat matte cushion casing,"['good', 'condition', 'try', 'refill', 'matte', 'cushion', 'feel', 'fully', 'covered', 'pigmentation', 'skin', 'look', 'natural', 'repeat', 'matte', 'cushion', 'casing']"
cushion,h*****i,5,positive,"{'Beauty Effect': 'fully coverage', 'Beauty Profile': 'match skin tone', 'User Tips': '......'}",Trusted products. High quality. Fast delivery. Will purchase again.,trusted products high quality will purchase again,trusted product high quality,"['trusted', 'product', 'high', 'quality']"
cushion,j*****7,5,positive,{},Thank you seller. Product very good and nice. Received the parcel in excellent condition.,product very good and nice received the parcel in excellent condition,good nice excellent condition,"['good', 'nice', 'excellent', 'condition']"
cushion,c*****2,5,positive,"{'Beauty Effect': 'ma\u2006t\u2006te', 'User Tips': 'don k\u2006no\u2006w', 'Packaging': 'well'}",The product is nice and i hope it really can help to brighthen my skin,the product is nice and i hope it really can help to brighthen my skin,nice hope help brighthen skin,"['nice', 'hope', 'help', 'brighthen', 'skin']"
cushion,fatinnadzirah90,5,positive,{'Usage Experience': 'good usage experience'},"Safely arrived, fast delivery and good quality",safely arrived and good quality,safely arrived good quality,"['safely', 'arrived', 'good', 'quality']"
cushion,n*****a,5,positive,"{'Texture': 'best, fair with my skin'}",Second time bought this,second time bought this,,[]
cushion,l*****9,5,positive,"{'Packaging': 'good', 'Beauty Profile': 'nice', 'Beauty Effect': 'good'}","Super fast and safe delivery, good quality and thank you seller ya…",super fast and safe delivery good quality and ya,super fast safe good quality,"['super', 'fast', 'safe', 'good', 'quality']"
cushion,anoushin.mart,5,positive,"{'Beauty Effect': 'matte and smooth finish.', 'Packaging': 'very good'}",Super fast shipping and delivery. Highly recommended seller in shopee. Thank U so much,super fast shipping and delivery highly recommended seller in shopee thank u so much,super fast shipping highly recommended,"['super', 'fast', 'shipping', 'highly', 'recommended']"
cushion,p*****r,5,positive,{},Very good brand. But first time trying this code abit bright maybe need to buy the usual code 02,very good brand but first time trying this code abit bright maybe need to buy the usual code,good brand trying code abit bright maybe need usual code,"['good', 'brand', 'trying', 'code', 'abit', 'bright', 'maybe', 'need', 'usual', 'code']"
cushion,amaitasha,5,positive,{},Good packaging.. good quality.. nice product.. recommended,good quality nice product recommended,good quality nice recommended,"['good', 'quality', 'nice', 'recommended']"
cushion,aini_aman,5,positive,{},Easy to blend. the chepest i bought only rm17 for refill during live,easy to blend the chepest i bought only rm for refill during live,easy blend chepest refill live,"['easy', 'blend', 'chepest', 'refill', 'live']"
cushion,d*****l,5,positive,"{'Usage Experience': 'very good.', 'Packaging': 'a little bit dent upon arrival', 'User Tips': 'just dap dont wipe.'}",good. Packaging:a little bit dent upon arrival User Tips:just dap dont wipe. You can get fully coverage.,good packaging a little bit dent upon arrival user tips just dap dont wipe you can get fully coverage,good little bit dent upon arrival user tip dap dont wipe fully coverage,"['good', 'little', 'bit', 'dent', 'upon', 'arrival', 'user', 'tip', 'dap', 'dont', 'wipe', 'fully', 'coverage']"
cushion,g*****0,5,positive,"{'User Tips': 'good', 'Beauty Effect': 'matt, stay long'}",Good on my skin!! Literally matte and the coverage i love it! (the picture is not related),good on my skin literally matte and the coverage i love it the picture is not related,good skin literally matte coverage love picture related,"['good', 'skin', 'literally', 'matte', 'coverage', 'love', 'picture', 'related']"
cushion,s*****7,5,positive,{'Packaging': 'good'},"Skincare routine is a must, choose wisely. Then baru la make up. if skin you xok, better cari dulu skin care yg suitable. So, gunalah product apa pun for make up nanti mesti syantik.",skincare routine is a must choose wisely then baru la make up if skin you xok better cari dulu skin care yg suitable so gunalah product apa pun for make up nanti mesti syantik,skincare routine must choose wisely baru make skin xok better cari dulu skin care suitable gunalah apa pun make nanti mesti syantik,"['skincare', 'routine', 'must', 'choose', 'wisely', 'baru', 'make', 'skin', 'xok', 'better', 'cari', 'dulu', 'skin', 'care', 'suitable', 'gunalah', 'apa', 'pun', 'make', 'nanti', 'mesti', 'syantik']"
cushion,junywong,5,positive,"{'Packaging': 'package is good', 'Beauty Effect': 'full', 'Coverage Benefits': 'waterproof'}","Repeat purchase, value for money",repeat purchase value for money,repeat value money,"['repeat', 'value', 'money']"
cushion,r*****t,5,positive,{},"tqq , foundtion full coverage n dpt harga murahgile",tqq foundtion full coverage n dpt harga murahgile,tqq foundtion full coverage dpt harga murahgile,"['tqq', 'foundtion', 'full', 'coverage', 'dpt', 'harga', 'murahgile']"
cushion,p*****o,5,positive,"{'Beauty Profile': '18, medium light , combi', 'Beauty Effect': 'matte , coverage  1st pic 10:40 am - sec pic 19:23pm soo gooodddd thnkyou skintific , thnkyou host live sbb sy dpt mur mur , thnkyou sbb postt laju 2hri ja  i love it so muchhhh 😖🩵🩵'}","1st pic 10:40 am - sec pic 19:23pm soo gooodddd thnkyou skintific , thnkyou host live sbb sy dpt mur mur , thnkyou sbb postt laju 2hri ja  i love it so muchhhh 😖🩵🩵",st pic am sec pic pm soo gooodddd thnkyou skintific thnkyou host live sbb sy dpt mur mur thnkyou sbb postt laju hri ja i love it so muchhhh,pic sec pic soo gooodddd thnkyou thnkyou host live sbb dpt mur mur thnkyou sbb postt laju hri love muchhhh,"['pic', 'sec', 'pic', 'soo', 'gooodddd', 'thnkyou', 'thnkyou', 'host', 'live', 'sbb', 'dpt', 'mur', 'mur', 'thnkyou', 'sbb', 'postt', 'laju', 'hri', 'love', 'muchhhh']"
cushion,d*****u,5,positive,{},Good package faster delivery good quality,good package faster delivery good quality,good package faster good quality,"['good', 'package', 'faster', 'good', 'quality']"
cushion,x*****x,5,positive,{},Fast delivery and nice packaging. I like it thank you so much. Will buy again,and nice packaging i like it thank you so much will buy again,nice like,"['nice', 'like']"
cushion,y*****e,5,positive,{},Many time purchasing from this seller and thanks for the fast delivery. Good quality product👍🏻,many time purchasing from this seller and thanks for the good quality product,many purchasing thanks good quality,"['many', 'purchasing', 'thanks', 'good', 'quality']"
cushion,pangmeky,5,positive,{},"Received in good condition, placed order on 9.9 and received on the next day 10.9 👍👍👍",received in good condition placed order on and received on the next day,good condition placed next day,"['good', 'condition', 'placed', 'next', 'day']"
cushion,abbiecsp,5,positive,"{'Texture': 'haven try but should be good', 'Coverage': 'good brand  3rd purchase'}",3rd purchase,rd purchase,,[]
cushion,b*****4,5,positive,{},"the best product ever! received in a good condition, the quality of the product was so good👍🏻",the best product ever received in a good condition the quality of the product was so good,best ever good condition quality good,"['best', 'ever', 'good', 'condition', 'quality', 'good']"
cushion,f*****i,5,positive,{'Beauty Profile': 'suitable for dry n oily skin'},"Good service, Fast delivery and trusted. Cheapest",and trusted cheapest,trusted cheapest,"['trusted', 'cheapest']"
cushion,a*****h,5,positive,{},safely arrived! thank you seller for the great service 💙💙,safely arrived for the great service,safely arrived great service,"['safely', 'arrived', 'great', 'service']"
cushion,weijia._2216,5,positive,{},"Good quality ,good price ,good product and good packaging I like it so much tq",good quality good price good product and i like it so much tq,good quality good good like,"['good', 'quality', 'good', 'good', 'like']"
cushion,andrea.be,5,positive,{'Packaging': 'nice with the jeans tone'},Bought the lightest shade but don’t think it suits fair skin. Hopefully it looks different on face,bought the lightest shade but don t think it suits fair skin hopefully it looks different on face,lightest shade think suit fair skin hopefully look different face,"['lightest', 'shade', 'think', 'suit', 'fair', 'skin', 'hopefully', 'look', 'different', 'face']"
cushion,naddd26,5,positive,"{'Packaging': 'ok', 'Beauty Effect': 'matte', 'Beauty Profile': 'pimple'}",Parcel arrived in good condition. Nicely wrapped. Thanks so much yaa Im so happy. Highly recommended 🙂🙏🩷 sorry ya photovid not related 😁,parcel nicely wrapped thanks so much yaa im so happy highly recommended sorry ya photovid not related,nicely wrapped thanks yaa happy highly recommended sorry photovid related,"['nicely', 'wrapped', 'thanks', 'yaa', 'happy', 'highly', 'recommended', 'sorry', 'photovid', 'related']"
cushion,s*****a,5,positive,"{'Usage Experience': 'good', 'Benefits': 'waterproofing', 'Beauty Profile': 'skin type  sangat berbaloi beli time live. good waterproofing makeup tahan. nanti repeat again thankyou so much seller'}",sangat berbaloi beli time live. good waterproofing makeup tahan. nanti repeat again thankyou so much seller,sangat berbaloi beli time live good waterproofing makeup tahan nanti repeat again thankyou so much seller,sangat berbaloi beli live good waterproofing makeup tahan nanti repeat thankyou,"['sangat', 'berbaloi', 'beli', 'live', 'good', 'waterproofing', 'makeup', 'tahan', 'nanti', 'repeat', 'thankyou']"
cushion,e*****a,5,positive,{},"Fast delivery!! very nice quality and nice feel, good feedback to this shop. 5 stars⭐️⭐️⭐️⭐️⭐️",very nice quality and nice feel good feedback to this shop stars,nice quality nice feel good feedback star,"['nice', 'quality', 'nice', 'feel', 'good', 'feedback', 'star']"
cushion,christok88,5,positive,"{'Benefits': 'okay', 'Packaging': 'good', 'Beauty Profile': 'natural'}",Items received from the seller. Fast delivery and good packaging Will repeat order again when needed,items received from the seller and will repeat order again when needed,item repeat needed,"['item', 'repeat', 'needed']"
cushion,j*****i,5,positive,"{'Beauty Effect': 'matte', 'Packaging': 'good', 'Benefits': 'oil control'}",Super love this cushion foundation and i really love it and super awesome,super love this cushion foundation and i really love it and super awesome,super love cushion foundation love super awesome,"['super', 'love', 'cushion', 'foundation', 'love', 'super', 'awesome']"
cushion,luvbuzz86,5,positive,{},Received with good condition Safety rapping from saller Good product quality  Good value for money,received with good condition safety rapping from saller good product quality good value for money,good condition safety rapping saller good quality good value money,"['good', 'condition', 'safety', 'rapping', 'saller', 'good', 'quality', 'good', 'value', 'money']"
cushion,s*****a,5,positive,"{'Dry Skin Usage Experience': 'good', 'Benefits': 'full coverd'}",Love this cushion so much!! Will definitely repeat it,love this cushion so much will definitely repeat it,love cushion definitely repeat,"['love', 'cushion', 'definitely', 'repeat']"
cushion,jaymomoa,5,positive,{},Loving all the skintific product. This platform has affordable price.,loving all the skintific product this platform has affordable price,loving platform affordable,"['loving', 'platform', 'affordable']"
cushion,nordini,5,positive,{},Super fast delivery. Parcel arrived in good condition.Product also great and nice.highly recommended.Will repeat purchase.Tq seller,super parcel product also great and nice highly recommended will repeat purchase,super great nice highly recommended repeat,"['super', 'great', 'nice', 'highly', 'recommended', 'repeat']"
cushion,y*****s,5,positive,{},"Very fast delivery, items received correctly as per describe",very items received correctly as per describe,item correctly per describe,"['item', 'correctly', 'per', 'describe']"
cushion,l*****0,5,positive,"{'Benefits': 'oil control effect, matte finish', 'Packaging': 'good design. loves the colour, 11g', 'Beauty Profile': '37, acne prone'}",I usually use this cushion foundation when i'm heading for outdoor activities to ensure my face is less likely to be too oily,i usually use this cushion foundation when i m heading for outdoor activities to ensure my face is less likely to be too oily,usually cushion foundation heading outdoor activity ensure face less likely oily,"['usually', 'cushion', 'foundation', 'heading', 'outdoor', 'activity', 'ensure', 'face', 'less', 'likely', 'oily']"
cushion,z*****l,5,positive,"{'Benefits': 'oil control', 'Beauty Effect': 'cover all', 'Usage Experience': 'soft'}",Fast delivery  Good packaging  Good value with the voucher,good value with the voucher,good value voucher,"['good', 'value', 'voucher']"
cushion,a*****l,5,positive,{},"Third time buy, buy during live, cheaper than usual. Super fast delivery, thanks seller and courier 👍😊😁",third time buy buy during live cheaper than usual super thanks seller and courier,third live cheaper usual super thanks courier,"['third', 'live', 'cheaper', 'usual', 'super', 'thanks', 'courier']"
cushion,h*****a,5,positive,{},Prefer this cushion compared to the gold one. Suits my skin really well and easy to blend,prefer this cushion compared to the gold one suits my skin really well and easy to blend,prefer cushion compared gold suit skin well easy blend,"['prefer', 'cushion', 'compared', 'gold', 'suit', 'skin', 'well', 'easy', 'blend']"
cushion,n*****_,5,positive,"{'Usage Experience': 'didn’t try yet', 'Packaging': 'so gorgeous 💋  so lurveee the denim ver. 🔝🔛'}",so lurveee the denim ver. 🔝🔛,so lurveee the denim ver,lurveee denim ver,"['lurveee', 'denim', 'ver']"
cushion,n*****n,5,positive,"{'Benefits': 'it looks flawless', 'Packaging': 'the casing looks exclusive', 'User Tips': 'use primer at first is must.'}",looks flawless Packaging:the casing looks exclusive User Tips:use primer at first is must.,looks flawless packaging the casing looks exclusive user tips use primer at first is must,look flawless casing look exclusive user tip primer must,"['look', 'flawless', 'casing', 'look', 'exclusive', 'user', 'tip', 'primer', 'must']"
cushion,s*****2,5,positive,"{'Benefits': 'lasting', 'Usage Experience': 'ease of application', 'Packaging': 'good'}",Fast shipping. Item arrived in good condition.,fast shipping item,fast shipping,"['fast', 'shipping']"
cushion,x*****i,5,positive,{},"Fast shipping, received in good condition, trusted sellers, repeated purchase",fast shipping received in good condition trusted sellers repeated purchase,fast shipping good condition trusted seller repeated,"['fast', 'shipping', 'good', 'condition', 'trusted', 'seller', 'repeated']"
cushion,n*****d,5,positive,{},Repeat for many times. Full coverage. Fast delivery. Love it.,repeat for many times full coverage love it,repeat many time full coverage love,"['repeat', 'many', 'time', 'full', 'coverage', 'love']"
cushion,h3wk2m_dez,5,positive,"{'Usage Experience': 'good', 'Benefits': 'good', 'Packaging': 'good'}","When wishing someone a happy birthday, messages can range from heartfelt to funny or simple, often made more special with a personal touch.",when wishing someone a happy birthday messages can range from heartfelt to funny or simple often made more special with a personal touch,wishing someone happy birthday message range heartfelt funny simple often made special personal touch,"['wishing', 'someone', 'happy', 'birthday', 'message', 'range', 'heartfelt', 'funny', 'simple', 'often', 'made', 'special', 'personal', 'touch']"
cushion,aida_shaza86,5,positive,{},Selalu gune ivory..nk try natural ivory..terima kasih.delivery pantas,selalu gune ivory nk try natural ivory terima kasih delivery pantas,selalu gune ivory try natural ivory terima kasih pantas,"['selalu', 'gune', 'ivory', 'try', 'natural', 'ivory', 'terima', 'kasih', 'pantas']"
cushion,daisyoneee,5,positive,{},"good product quality , good value for money , seller post out barang sangat sangat cepat hehe !! !!🫠💗",good product quality good value for money seller post out barang sangat sangat cepat hehe,good quality good value money post barang sangat sangat cepat hehe,"['good', 'quality', 'good', 'value', 'money', 'post', 'barang', 'sangat', 'sangat', 'cepat', 'hehe']"
cushion,n*****2,5,positive,"{'Usage Experience': 'easy to blend', 'Benefits': 'coverage superb'}",Received in good condition. Thank you seller,received in good condition,good condition,"['good', 'condition']"
cushion,a*****b,5,positive,{},Matte. Worth the price. Easy to wear for short time to bersiap. Sap sap sap siap. Love,matte worth the price easy to wear for short time to bersiap sap sap sap siap love,matte worth easy wear short bersiap sap sap sap siap love,"['matte', 'worth', 'easy', 'wear', 'short', 'bersiap', 'sap', 'sap', 'sap', 'siap', 'love']"
cushion,c*****g,5,positive,{},very fast delivery，received with thanks，will repeat order again,very received with thanks will repeat order again,thanks repeat,"['thanks', 'repeat']"
cushion,b*****c,5,positive,{},Very good and worth the price! Go grab it.. you will like it!!!,very good and worth the price go grab it you will like it,good worth grab like,"['good', 'worth', 'grab', 'like']"
cushion,norsalieya_lokmal,5,positive,"{'Beauty Profile': 'good', 'Packaging': 'good', 'Beauty Effect': 'not try yet'}","In good condition, nice packaging, fast delivery",in good condition nice packaging,good condition nice,"['good', 'condition', 'nice']"
cushion,i*****a,5,positive,{'Packaging': 'welll packed'},Thank youuu 👍🏻  Fast delivery 🚚🫡 item received well packaged by seller,thank youuu well packaged by seller,youuu well packaged,"['youuu', 'well', 'packaged']"
cushion,m*****k,5,positive,{},Goods received in excellent condition  Meets expectations  Fast delivery,goods received in excellent condition meets expectations,good excellent condition meet expectation,"['good', 'excellent', 'condition', 'meet', 'expectation']"
cushion,n*****d,5,positive,"{'Packaging': 'good', 'Benefits': 'oil control effect', 'Beauty Profile': 'oily skin'}",Item received in good condition. Fast delivery. Recommended seller. Terbaik 👍🏻👍🏻👍🏻👍🏻 ⭐️⭐️⭐️⭐️⭐️,in good condition recommended seller terbaik,good condition recommended terbaik,"['good', 'condition', 'recommended', 'terbaik']"
cushion,f*****n,5,positive,"{'Benefits': 'good waterproof, lasting power & suitable for oily skin.', 'Beauty Effect': 'perfect'}",Will buy it again back.,will buy it again back,back,['back']
cushion,l*****f,5,positive,{},usage for classes Packaging:Refill only. Package secure. Good. Benefits:Non sticky feeling. Lightweight. I love it.,usage for classes packaging refill only package secure good benefits non sticky feeling lightweight i love it,usage class refill package secure good benefit non sticky feeling lightweight love,"['usage', 'class', 'refill', 'package', 'secure', 'good', 'benefit', 'non', 'sticky', 'feeling', 'lightweight', 'love']"
cushion,l*****_,5,positive,"{'Beauty Effect': 'very matte', 'Packaging': 'pretty in blue', 'Beauty Profile': 'warm skintone'}",This cushion suits the one with oily skin because it’s giving the matte effect,this cushion suits the one with oily skin because it s giving the matte effect,cushion suit oily skin giving matte effect,"['cushion', 'suit', 'oily', 'skin', 'giving', 'matte', 'effect']"
cushion,janicelee_26,5,positive,{},Good product will buy again ....非常好用fast shipping 安全送到家...,good product will buy again fast shipping,good fast shipping,"['good', 'fast', 'shipping']"
cushion,a*****a,5,positive,{},of application Packaging:Nice packaging User Tips:Using this after sunscreen. Full coverage and suit my skin tone even i choose 2 shades lighter,of application packaging nice packaging user tips using this after sunscreen full coverage and suit my skin tone even i choose shades lighter,application nice user tip sunscreen full coverage suit skin tone choose shade lighter,"['application', 'nice', 'user', 'tip', 'sunscreen', 'full', 'coverage', 'suit', 'skin', 'tone', 'choose', 'shade', 'lighter']"
cushion,noeltwt,5,positive,{},"Ordered on 09 Sep, seller shipped out on 10 Sep, received on 12 Sep. Product properly wrapped in bubble wrap. I'm a guy & 03 Petal suits medium skin tone, though a bit too warm. It is indeed matte finish.",ordered on sep seller shipped out on sep received on sep product properly wrapped in bubble wrap i m a guy petal suits medium skin tone though a bit too warm it is indeed matte finish,ordered sep shipped sep sep properly wrapped bubble wrap guy petal suit medium skin tone though bit warm indeed matte finish,"['ordered', 'sep', 'shipped', 'sep', 'sep', 'properly', 'wrapped', 'bubble', 'wrap', 'guy', 'petal', 'suit', 'medium', 'skin', 'tone', 'though', 'bit', 'warm', 'indeed', 'matte', 'finish']"
cushion,u*****h,5,positive,{},Fast dlivery. First time nk try skintific sebelum ni try cushion lain. Harap sesuai,fast dlivery first time nk try skintific sebelum ni try cushion lain harap sesuai,fast dlivery try sebelum try cushion lain harap sesuai,"['fast', 'dlivery', 'try', 'sebelum', 'try', 'cushion', 'lain', 'harap', 'sesuai']"
cushion,e*****a,5,positive,{'Packaging': 'superb. exclusive'},Baru nak try skintific. That's why beli refill je dulu. Hopefully code ni sesuai dengan sy.,baru nak try skintific that s why beli refill je dulu hopefully code ni sesuai dengan sy,baru nak try beli refill dulu hopefully code sesuai dengan,"['baru', 'nak', 'try', 'beli', 'refill', 'dulu', 'hopefully', 'code', 'sesuai', 'dengan']"
cushion,myhpswzfcz,5,positive,"{'Usage Experience': 'so far ok', 'Packaging': 'packaging nice and good to use  dleivery fast and so far ok'}",dleivery fast and so far ok,dleivery fast and so far ok,dleivery fast far,"['dleivery', 'fast', 'far']"
cushion,a*****a,5,positive,"{'Beauty Effect': 'good coverage', 'Beauty Profile': 'na', 'Usage Experience': 'too dry'}","The product is good, just i choose the wrong should buy gold cover, its abit dry for me but the coverage all was awesome, will buy gold to try",the product is good just i choose the wrong should buy gold cover its abit dry for me but the coverage all was awesome will buy gold to try,good choose wrong gold cover abit dry coverage awesome gold try,"['good', 'choose', 'wrong', 'gold', 'cover', 'abit', 'dry', 'coverage', 'awesome', 'gold', 'try']"
cushion,a*****7,5,positive,"{'User Tips': 'pakai sikit je dah mcm full coverage!', 'Packaging': 'niceeee', 'Beauty Profile': 'all can'}",The best and have been using this for quite sometimes now.thank you,the best and have been using this for quite sometimes now thank you,best quite sometimes,"['best', 'quite', 'sometimes']"
cushion,y*****8,5,positive,{},"The quality is very good, exactly as described by the seller, completely beyond expectations, the packaging is very careful, a very satisfactory shopping experience",the quality is very good exactly as described by the seller completely beyond expectations the packaging is very careful a very satisfactory shopping experience,quality good exactly described completely beyond expectation careful satisfactory shopping experience,"['quality', 'good', 'exactly', 'described', 'completely', 'beyond', 'expectation', 'careful', 'satisfactory', 'shopping', 'experience']"
cushion,norhaslynda75,5,positive,"{'Beauty Profile': 'right for my skin', 'Beauty Effect': 'matte', 'User Tips': 'ok for my dry skin and smooth as well'}",for my skin Beauty Effect:matte User Tips:ok for my dry skin and smooth as well,for my skin beauty effect matte user tips ok for my dry skin and smooth as well,skin beauty effect matte user tip dry skin smooth well,"['skin', 'beauty', 'effect', 'matte', 'user', 'tip', 'dry', 'skin', 'smooth', 'well']"
cushion,s*****e,5,positive,"{'Benefits': 'ok', 'User Tips': 'ok', 'Packaging': 'ok packaging nice.. fast delivery so many voucher i get .. thankyou'}",User Tips:ok Packaging:ok packaging nice.. fast delivery so many voucher i get .. thankyou,user tips ok packaging ok so many voucher i get thankyou,user tip many voucher thankyou,"['user', 'tip', 'many', 'voucher', 'thankyou']"
cushion,_nurulathirah_,5,positive,"{'User Tips': 'boleh jadi concealer jgk', 'Beauty Effect': 'matte result for me', 'Usage Experience': 'senang blend'}",Best wey ni klu tnya suka foundation or cushion lebih suka cushion senang apply and coverage dia cun jgk,best wey ni klu tnya suka foundation or cushion lebih suka cushion senang apply and coverage dia cun jgk,best wey klu tnya suka foundation cushion lebih suka cushion senang apply coverage dia cun jgk,"['best', 'wey', 'klu', 'tnya', 'suka', 'foundation', 'cushion', 'lebih', 'suka', 'cushion', 'senang', 'apply', 'coverage', 'dia', 'cun', 'jgk']"
cushion,amiruddin.md_arif,5,positive,{},Received the parcel in good order packing from the seller's 👍😃,received the parcel in good order packing from the seller s,good packing,"['good', 'packing']"
cushion,s*****4,5,positive,{},Wowwww fantastic product from seller with this lowwwww price man,wo fantastic product from seller with this lo price man,fantastic man,"['fantastic', 'man']"
cushion,n*****4,5,positive,"{'Beauty Profile': 'oily skin', 'Packaging': 'just nice', 'Beauty Effect': 'matte finish  second purchase, the finishing fit me real well. also got discount when live. strongly recommend'}","second purchase, the finishing fit me real well. also got discount when live. strongly recommend",second purchase the finishing fit me real well also got discount when live strongly recommend,finishing fit real well discount live strongly recommend,"['finishing', 'fit', 'real', 'well', 'discount', 'live', 'strongly', 'recommend']"
cushion,zahira2894,5,positive,{},packaging User Tips:Combination serum and cushion very ammazing Beauty Effect:Matte and coverage effect,packaging user tips combination serum and cushion very ammazing beauty effect matte and coverage effect,user tip combination serum cushion ammazing beauty effect matte coverage effect,"['user', 'tip', 'combination', 'serum', 'cushion', 'ammazing', 'beauty', 'effect', 'matte', 'coverage', 'effect']"
cushion,erinmkh,5,positive,"{'Packaging': 'nice', 'Beauty Profile': 'tk pernah try lg nanti dh try i bg feedback'}",Beauty Profile:tk pernah try lg nanti dh try i bg feedback,beauty profile tk pernah try lg nanti dh try i bg feedback,beauty profile pernah try nanti try feedback,"['beauty', 'profile', 'pernah', 'try', 'nanti', 'try', 'feedback']"
cushion,n*****a,5,positive,{},Fast delivery..good product quality…good value for money..love it,good product quality good value for money love it,good quality good value money love,"['good', 'quality', 'good', 'value', 'money', 'love']"
